Company Name,Phone,Address,Years in Business,Owner,Website,Search Term,City,Timestamp
"A Greener Season Landscaping, LLC","(208) 734-8513","","22","Ms. Tonia Camacho, Member","https://www.agreenerseason.com/","hardscaping","Meridian, ID","2025-04-05T20:30:02.234Z"
"Kimberly Nurseries, Inc.","(208) 733-2717","Twin Falls, ID 83301","118","Mr. John Williams, General Manager","https://www.kimberlynurseries.com/","hardscaping","Meridian, ID","2025-04-05T20:30:02.234Z"
"Sagehorn Landscaping","(208) 794-2770","Meridian, ID 83646","26","Mr. Mike Sagehorn, Owner","https://www.sagehornlandscaping.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"ProVision Landscape","(208) 888-5497","","29","Mr. Eric Toney, CEO","https://www.pvlidaho.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"ProVision Landscape","(208) 888-5497","","29","Mr. Eric Toney, CEO","https://www.pvlidaho.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Pipeline Inspection Services, Inc.","(208) 465-3444","Nampa, ID 83687","21","Mr. Darin Barnes, President","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Absolute Irrigation Maiintenance Inc","(208) 658-1483","","27","Mr. Robert Kovaleski, president","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Rockrose Irrigation","(208) 867-1494","Boise, ID 83716","19","Mr. Kyle Branscombe, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Western Irrigation Inc.","(208) 631-0438","Caldwell, ID 83607-8477","26","Mr. Monte Brown, President","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Down Under Irrigation & Turf, Inc.","(208) 467-7111","Nampa, ID 83686","30","Mr. Harold King, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Pioneer Irrigation District","(208) 459-3617","Caldwell, ID 83606","124","Mark Zirschky, Superintendent","https://www.pioneerirrigation.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Mesa Park Irrigation Company","(208) 452-3542","Fruitland, ID 83619-0702","47","Mr. Ted Pettet, President","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Rainy Day, Inc.","(208) 407-5123","Caldwell, ID 83607-7724","30","Mr. Ronald Schaffeld, Owner","https://www.landscaperboise.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Warrington Irrigation, Inc.","(541) 889-9063","Ontario, OR 97914-1108","26","Mr. Richard Warrington, President","https://www.warringtonirrigation.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Don's Irrigation LLC","(208) 644-9206","Jerome, ID 83338","29","Mr. Don Ford, Member","https://donsirrigation.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"A & G Irrigation Inc","(208) 324-9551","Jerome, ID 83338-5666","26","Mr. Max Auker, President","https://www.aandgirrigation.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Irrigation Pipe","(208) 554-3152","Moore, ID 83255","17","Mr. Leon Powell","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Irrigation Center","(208) 527-3075","Arco, ID 83213","41","Terrel Kidd, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Clearwater Pump & Irrigation LLC","(541) 573-1260","Burns, OR 97720-2309","18","Mr. Matt Nonnenmacher, Member","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Harney Pump & Irrigation LLC","(541) 573-2400","Burns, OR 97720-9410","21","Mr. Tod Vanderdasson, Member","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Gene's Repair & Irrigation","(208) 678-5716","Burley, ID 83318-5216","45","Gene Jensen, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Clearwater Pump & Irrigation LLC","(541) 573-1260","Burns, OR 97720-2309","18","Mr. Matt Nonnenmacher, Member","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Magic Valley Irrigation Supply","(208) 678-3101","Burley, ID 83318-5687","17","Mr. Jeff Roberts, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Butte Irrigation, Inc.","(208) 438-8103","Paul, ID 83347-8839","49","Mr. Kade Beck, Owner","https://butteirrigation.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Butte Irrigation, Inc.","(208) 438-8103","Paul, ID 83347-8839","49","Mr. Kade Beck, Owner","https://butteirrigation.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Boise City Canal Company","(208) 387-3526","Boise, ID 83702-5173","155","Mr. Alan Winkle, President","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"CJ Martin Construction LLC","(208) 866-7122","Nampa, ID 83686-9434","18","Mr. Curtis Martin, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Interwest Supply","(208) 453-9155","Caldwell, ID 83607","32","Ms. Maggie Irish","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Pipeline Inspection Services, Inc.","(208) 465-3444","Nampa, ID 83687","21","Mr. Darin Barnes, President","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Gingerich Site & Underground, Inc.","(208) 853-2115","","19","Mr. Travis Gingerich, President","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Gingerich Site & Underground, Inc.","(208) 853-2115","","19","Mr. Travis Gingerich, President","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Forever Green (The Organic Difference)","(208) 344-8300","Boise, ID 83714-6408","27","Mr. Brian Pooley, President","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Bee Boise's Best Underground","(208) 949-3254","Boise, ID 83703-4805","16","Mr. Buzz Baker, Owner","https://www.boisewatersewer.com/Sites/US/ID/Eagle/BeeBoisesBestUnderground-78648/Web/Home.htm","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Green Lawn Care and Landscape, Inc","(208) 376-4967","","40","Ms. Sarah Soto-Rodriguez, Office Manager","https://www.greenlawncareinc.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Bee Boise's Best Underground","(208) 949-3254","Boise, ID 83703-4805","16","Mr. Buzz Baker, Owner","https://www.boisewatersewer.com/Sites/US/ID/Eagle/BeeBoisesBestUnderground-78648/Web/Home.htm","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Green City Landscape, Inc.","(208) 344-2244","Nampa, ID 83687","30","Mr. Pat Hurley, Owner","https://www.greencitylandscapeinc.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Eden Sprinkler and Landscape Construction, LLC","(208) 459-3579","","26","Mr. Mark J Oller, Owner","https://edenlandscaping-asphalt.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Eden Sprinkler and Landscape Construction, LLC","(208) 459-3579","","26","Mr. Mark J Oller, Owner","https://edenlandscaping-asphalt.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Evergreen Sprinkler Co. Inc.","(208) 342-1771","Garden City, ID 83714-6612","68","Mr. Nick Ragsdale, President/Director","https://www.evergreensprinklersupply.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Showalter Construction Company, Inc.","(208) 896-4536","","47","Ms. Sue D Showalter, Vice President","https://www.showalterconst.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"JTS Farmstore LLC","(208) 366-2538","Glenns Ferry, ID 83623-2749","26","Mrs. Lea Ann T Schrader, Member","https://www.jtsfarmstore.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Timberlake Construction, LLC","(208) 573-4397","","22","Mr. Louis S. Krall, Member","https://www.timberlakeconstructionllc.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"KT Landscaping Inc","(541) 786-5050","La Grande, OR 97850","21","Mr. Roger Kerry Tweit, President","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"J R Pivot Service","(208) 878-5777","Burley, ID 83318-1463","34","Mr. Jorge Rios, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Magic Valley Compost","(208) 324-4536","Jerome, ID 83338-5338","25","Mr. Ray Silene, Owner","https://www.magicvalleycompost.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Classic Landscape","(541) 523-7261","Baker City, OR 97814-2541","28","Mr. Donald Fink, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Jay R Nelson","(541) 589-3772","Burns, OR 97720-0572","14","Mr. Jay Nelson, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Jay R Nelson","(541) 589-3772","Burns, OR 97720-0572","14","Mr. Jay Nelson, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Rain for Rent","(208) 438-5065","Paul, ID 83347","30","Mr. Brent Peterson, Principal","https://rainforrent.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Rain for Rent","(208) 438-5065","Paul, ID 83347","30","Mr. Brent Peterson, Principal","https://rainforrent.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Kimberly Nurseries, Inc.","(208) 733-2717","Twin Falls, ID 83301","118","Mr. John Williams, General Manager","https://www.kimberlynurseries.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Steelhead Landscape, Inc.","(208) 324-3233","Jerome, ID 83338-6357","45","Mr. Rod Morgan, Owner","https://www.steelheadlandscape.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Gem State Plumbing, Inc.","(208) 324-6571","","17","Mr. Vincent Newkirk, Owner","https://www.gemstateplumbinginc.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Gem State Plumbing, Inc.","(208) 324-6571","","17","Mr. Vincent Newkirk, Owner","https://www.gemstateplumbinginc.com/","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Lawnscapes, LLC","(208) 733-9446","Twin Falls, ID 83301-5419","43","Mr. Craig Stringer, Owner","","irrigation","Meridian, ID","2025-04-05T20:30:02.234Z"
"Meridian Tree Service","(208) 887-0055","Meridian, ID 83680","48","Mr. Dennis Moore, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"EPS Tree Care","(208) 870-1843","Meridian, ID 83646","18","Mr. Trent Nieffenegger, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Lucky Lawns LLC","(208) 322-7777","Meridian, ID 83646","18","Mr. Jeff Simpson, Owner","https://www.luckylawncare.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Holloway Tree Service","(208) 888-4242","Meridian, ID 83646","62","Mr. Harold Holloway, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"The Tree Guy","(208) 573-1798","Meridian, ID 83642","17","Kimble / Julie Johnson, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Chavco Tree & Landscape Services, Inc.","(208) 697-3407","Meridian, ID 83646","26","Mr. Joshua Chaves, President","https://www.chavcotreeboise.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Home Depot","(208) 887-9699","Meridian, ID 83642-3055","46","Manager, Manager","https://www.homedepot.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Chavco Tree & Landscape Services, Inc.","(208) 697-3407","Meridian, ID 83646","26","Mr. Joshua Chaves, President","https://www.chavcotreeboise.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Weed Man Lawn Care","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Landscape Technologies LLC","(208) 559-5013","","16","Mr. Randy Sohn Jr., Owner","https://www.landscapetechidaho.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Diamond Lawns LLC","(208) 484-5568","Meridian, ID 83642","18","Mr. Nick Gifford, Owner","https://www.diamondlawns.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Stockdale Tree Care","(208) 884-8733","Meridian, ID 83642","21","Mr. Rick Stockdale, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Jon C. Irby Landscaping, LLC","(208) 887-1456","Meridian, ID 83646-5044","19","Mr. Jon Irby, Owner","https://www.joncirby.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"MKM Tree Service","(208) 323-1056","","19","Mr. Michael Miller, Owner","https://www.facebook.com/pages/M-K-M-Tree-Service/156007637771431","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Brown Tree Service LLC","(208) 860-0904","Boise, ID 83709-3743","18","Mr. James Brown, Member","https://www.stumpgrinderjim.com/home","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Timmy's Tree Service","(208) 412-5647","","18","Mr. Tim Andra, Owner","https://www.timmystrees.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Woolf Tree Service Inc","(208) 342-1813","Eagle, ID 83616","46","Mr. Lynn Steadham, President/Owner","https://www.woolftreeserviceinc.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Timberline Tree Service","(208) 377-5663","","17","Ms. Pam Kirschner, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Conner Tree Service","(208) 412-6695","","14","Mr. Sean Conner, Managing Member","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Independent Tree Service","(208) 859-3415","Boise, ID 83703","32","Mr. John Lancaster, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Advanced Contracting Tree Service","(208) 602-8266","","19","Mr. Randy Ducker, Owner","https://advancedcontractingtreeservices.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Climbing Sammy's Tree Service","(208) 409-8329","Kuna, ID 83634-1434","16","Mr. Samuel A Mortensen, Owner","https://www.climbingsammystreeservice.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"His Resources Tree Service","(208) 467-7671","","30","Mr. Skeeter Lowe, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Integrity Tree Service LLC","(801) 608-1761","Nampa, ID 83651","10","Steve Erickson, Managing Member","https://www.integritytreespecialists.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Terry's Tree Service, Inc.","(208) 362-3354","Boise, ID 83709-5544","16","Ms. Amy Wakagawa, Owner","https://www.terrystreeserviceinc.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Parker Tree Service Inc.","(208) 461-8733","","88","Mr. Justin P Parker, Owner","https://www.parkertreeservice.net/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Creative Landscaping & Tree Service LLC","(208) 965-3800","Caldwell, ID 83605-8045","14","Ms. Kelly Garcia, Owner","https://creative777.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Meyers Lawn Service","(208) 440-4160","","12","Mr. Parker Meyers, Owner","https://www.facebook.com/MeyersLawnService/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"AJ's Tree Preservation","(208) 336-6036","Boise, ID 83719-0507","26","Mr. Arturo Lopez, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Little Tree","(208) 286-6875","","19","Ms. Jessica Southern, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Green Services","(208) 939-7378","Boise, ID 83714-6077","18","Mr. Jamin Martin, President","https://www.mygreenservices.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Senske Services","(877) 944-4007","Boise, ID 83709-0537","78","Mr. Christopher Senske, President","https://senske.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Sawtooth Landscape & Tree Service LLC","(208) 871-1507","","15","Mr. David Graham, Owner","https://sawtoothboise.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Arborman Tree Care","(208) 286-6875","","11","Ms. Jessica Southern, Managing Member","https://arbormantreecare.net/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Arborman Tree Care","(208) 286-6875","","11","Ms. Jessica Southern, Managing Member","https://arbormantreecare.net/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"NaturalTree Service","(208) 642-2820","Payette, ID 83661","24","Mr. Gary Needs, Operator","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Eagle Tree & Shrub","(208) 939-0919","Eagle, ID 83616-9117","16","Ms. Amy Wakagawa, Owner","https://www.eagletreeandshrub.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Ada Tree and Shrub","(208) 362-2013","Boise, ID 83719","18","Ms. Monique Sorenson, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Green Services","(208) 939-7378","Boise, ID 83714-6077","18","Mr. Jamin Martin, President","https://www.mygreenservices.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Country Wide Tree Care","(208) 378-1868","Boise, ID 83703-4146","18","Mr. James Molinaro, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Done-Rite Tree Company, Inc.","(208) 362-0246","Boise, ID 83719","29","Ms. Tina Butcher, Co-Owner","https://www.doneritetreeco.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"LuckE13 Landscape Services Corporation","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Westcoast Tree Care Inc","(800) 767-8733","Boise, ID 83702-3924","26","Mr. James M Mosher, President","https://www.westcoast-tree.org/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"A Tree Company LLC","(208) 880-3413","","19","Mr. Erik L Burkholder, Owner","https://www.atreecompanyboise.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"LuckE13 Landscape Services Corporation","(208) 562-8813","","13","Mr. Mike Kyle, President/COO","https://www.lucke13landscape.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Idaho Tree Preservation, LLP","(208) 424-0037","Boise, ID 83706","22","Ms. Janet Davis, Owner","https://www.idahotreepreservation.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"D&D Lawn Services","(208) 713-6875","Boise, ID 83706","16","Mr. Larry Gonzales, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Tree Maintenance","(208) 695-4026","New Plymouth, ID 83655-5270","19","Mr. Jeff Bayes, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Heartwood Tree Care LLC","(208) 965-6174","","11","Mr. Daniel Hess, Owner","https://www.heartwood-treecare.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Tree Maintenance","(208) 695-4026","New Plymouth, ID 83655-5270","19","Mr. Jeff Bayes, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Treasure Valley Premier Services LLC","(208) 484-6365","Boise, ID 83706-6721","21","Mr. James Feehan, Owner","https://treasurevalleyservices.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"AB 3 Tree Service LLC","(541) 403-2615","Richland, OR 97870-6607","12","Mr. Samuel Akers, President","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Topping Trees LLC","(208) 412-3825","","13","Mr. James Topping, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"A Cut Above Tree Service","(541) 519-3313","Baker City, OR 97814","28","Mr. Garrett Nelson, President","https://acutabove-treeservice.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Miller's Tree Service","(541) 786-1602","","34","Dale K. Miller, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"A Cut Above Tree Service","(541) 519-3313","Baker City, OR 97814","28","Mr. Garrett Nelson, President","https://acutabove-treeservice.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Mountain West Arbor Care","(800) 767-8733","Boise, ID 83702-3924","12","Mr. Jim Mosher, Owner","https://www.westcoast-tree.org/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Local Lawn & Tree Spraying Service","(208) 735-0555","Twin Falls, ID 83303-2656","21","Mr. Louis Lopez, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Home Depot","(208) 375-1186","Boise, ID 83704","46","Manager, Manager","https://www.homedepot.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Jim's Tree Landscape Service","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Jim's Tree Landscape Service","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Tom and Jerry's Tree Service","(208) 808-8733","Heyburn, ID 83336","18","Mr. Jered Wells","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"All Around Tree Service, LLC","(208) 731-7726","Filer, ID 83328","17","Mr. Steve Snyder, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Zing LLC","(208) 585-9400","Middleton, ID 83644-5543","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Zing LLC","(208) 585-9400","Middleton, ID 83644","16","Mr. Jed Wyatt, Managing Member","https://www.zingidaho.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"RPM Tree Service, LLC","(541) 786-3104","","10","Mr. Ryan Morehead, Member","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"New Hope Services, LLC","(800) 398-6867","Weiser, ID 83672","18","Mrs. Barbara Perez, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"New Hope Services, LLC","(800) 398-6867","Weiser, ID 83672","18","Mrs. Barbara Perez, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Parker Tree Services Inc","(541) 963-8201","Summerville, OR 97876-8127","87","Mr. Grant Parker, President","https://parkertreeservices.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Weed Man Lawn Care","(208) 888-9911","Meridian, ID 83642-5946","20","Andy Kurth, Owner","https://boise.weedmanusa.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Qualitree Inc.","(208) 467-6175","Nampa, ID 83687","40","Mr. Jon Wakelam, Owner","https://www.qualitreeidaho.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Tree Trouble?","(208) 432-2221","Burley, ID 83318-5053","14","Mr. Scott Yates, Owner/Operator","https://www.minicassiatreetrouble.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Forest Management, Inc.","(208) 362-1725","","51","Mr. Patrick L Atkins, President","https://www.fmitree.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"G & G Landscaping Services, Inc","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Gerhard Borbonus Landscaping,Inc.","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"G & G Landscaping Services, Inc","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Forever Green (The Organic Difference)","(208) 344-8300","Boise, ID 83714-6408","27","Mr. Brian Pooley, President","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Bare Foot Lawns, LLC","(208) 323-8002","Nampa, ID 83687-5119","27","Mr. Jeremiah Long, Owner","https://www.barefootlawnsusa.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Pacific Crest Tree","(541) 786-3974","Elgin, OR 97827-8163","22","Wayne Risseeuw, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"A Shade Greener Lawn Maintenance","(208) 860-7114","Boise, ID 83713-5121","22","Mr. John Stoeger, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Home Depot","(541) 823-1145","Ontario, OR 97914","46","Manager, Manager","https://www.homedepot.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Gerhard Borbonus Landscaping,Inc.","(208) 362-0525","Boise, ID 83706","53","Mr. Gerhard Borbonus, Owner","https://www.gblandscaping.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Rick Bale Pruning Yardscape","(208) 629-6452","Nampa, ID 83687-8918","18","Mr. Rick Bale, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Trinity Lawn and Landscape","(208) 899-4145","Nampa, ID 83653-0111","18","Mr. Josh Doughty, Owner","https://www.trinitylawn.net/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Forest Management, Inc.","(208) 362-1725","","51","Mr. Patrick L Atkins, President","https://www.fmitree.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Green Valley Towing / Idaho Landscape & Lawn Care","(208) 860-0979","Middleton, ID 83644","43","Mr. Jeff Richlin, Owner/President","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Hoffman's Landscaping, Inc.","(208) 466-1560","Nampa, ID 83651","48","Mr. Ray Klinchuch, President","https://hoffmanslandscape.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Blue Ribbon Landscape & Maintenance, Inc.","(208) 466-5656","","26","Mr. Hans Ellis, President","https://www.blueribbonlandscapes.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Majestic Landscape Company","(208) 989-4245","Nampa, ID 83653","25","Mr. Bill Taylor, Owner","https://www.majesticlandscapecompany.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Taylor Lawn Care & Maintenance","(208) 850-1300","Garden City, ID 83714-1128","22","Mr. Larry Taylor, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Endless Summer Landscape","(208) 629-9099","","20","Ms. Lindsay Breaux, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Cutting Edge Landscape","(208) 378-4588","Boise, ID 83714-6054","29","Mr. Bob Wheeler, Member","https://www.cuttingedgelandscape.com/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Everyday Lawn Care","(866) 283-9235","","14","Mr. Cordell Gardner, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"Estate Lawn Care","(208) 336-0403","","28","Mr. Jay Armstrong, Owner","","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
"A&A Stump Removal & Shrub Care","(208) 713-0835","Boise, ID 83703-5108","21","Mr. Joe M Neal, Owner/Operator","https://aa-stump-removal-shrub-care.business.site/","tree service","Meridian, ID","2025-04-05T20:30:02.234Z"
