Company Name,City,Search Term,Phone,Address,Years in Business,Owner,Website
"A Shade Greener Lawn Maintenance","Nampa, ID","tree service","(208) 860-7114","Boise, ID 83713-5121","22","Mr. John Stoeger, Owner",""
"Diamond Lawns LLC","Nampa, ID","tree service","(208) 484-5568","Meridian, ID 83642","18","Mr. Nick Gifford, Owner","https://www.diamondlawns.com/"
"Everyday Lawn Care","Nampa, ID","tree service","(866) 283-9235","","14","Mr. Cordell Gardner, Owner",""
"Endless Summer Landscape","Nampa, ID","tree service","(208) 629-9099","","20","Ms. Lindsay Breaux, Owner",""
"A&A Stump Removal & Shrub Care","Nampa, ID","tree service","(208) 713-0835","Boise, ID 83703-5108","21","Mr. Joe M Neal, Owner/Operator","https://aa-stump-removal-shrub-care.business.site/"
"Taylor Lawn Care & Maintenance","Nampa, ID","tree service","(208) 850-1300","Garden City, ID 83714-1128","22","Mr. Larry Taylor, Owner",""
"Cutting Edge Landscape","Nampa, ID","tree service","(208) 378-4588","Boise, ID 83714-6054","29","Mr. Bob Wheeler, Member","https://www.cuttingedgelandscape.com/"
"Estate Lawn Care","Nampa, ID","tree service","(208) 336-0403","","28","Mr. Jay Armstrong, Owner",""
"Lawn Pro of Boise LLC","Nampa, ID","tree service","(208) 602-7317","Garden City, ID 83714","18","Mr. Ryan A Spolar, Owner/Member",""
"Rick's Landscape","Nampa, ID","tree service","(208) 283-4249","Boise, ID 83703","18","",""
"Sinclair Brothers LLC","Nampa, ID","tree service","(541) 426-7042","Enterprise, OR 97828-0513","14","Mr. Eric Sinclair, Member","https://wallowacountytrees.com/"
"Purvis Nursery & Orchard","Nampa, ID","tree service","(208) 407-6781","Homedale, ID 83628-3517","14","Mr. Bob Purvis, Owner","https://purvisnurseryandorchard.weebly.com/"
"C and S Concrete","Nampa, ID","tree service","(208) 320-0734","Wendell, ID 83355-5315","14","Mr. Sheridan Pearson, Owner",""
"O'Brien Landscaping, Inc","Idaho Falls, ID","landscaping","(208) 390-0029","","27","Mr. Stephen O'Brien, President","https://www.obrienlandscapinginc.com/"
"Rafael Aquino Landscaping","Idaho Falls, ID","landscaping","(208) 313-7427","Idaho Falls, ID 83404","17","Mr. Rafael Aquino, Owner",""
"Spring Falls Landscaping","Idaho Falls, ID","landscaping","(208) 757-0331","Idaho Falls, ID 83402","21","Mr. Chris Fife, Owner","https://www.springfallslandscaping.com/"
"Swiss Precision Enterprises","Idaho Falls, ID","landscaping","(208) 652-7831","Ashton, ID 83420-0842","43","Mr. Kurt Eidam",""
"David W. Lawrence Lawn Services, Inc.","Idaho Falls, ID","landscaping","(208) 522-4070","Idaho Falls, ID 83403","16","Mr. David Lawrence, Owner","https://lawrencelandscapinginc.com/"
"Bennys Lawn Care","Idaho Falls, ID","landscaping","(208) 200-2170","Idaho Falls, ID 83403-2554","18","Mr. Benny Oliva, Owner/Operator",""
"Summerco Landscaping Incorporated","Idaho Falls, ID","landscaping","(208) 681-0936","Idaho Falls, ID 83401-5952","19","Mr. Forrest B Summers, President","https://summercolandscaping.com/"
"Advanced Landscaping, LLC.","Idaho Falls, ID","landscaping","(208) 529-1649","","20","Greg Pimentel, Owner","https://advancedlandscapingllc.com/"
"Greenskeeper Landscape & Excavating LLC","Idaho Falls, ID","landscaping","(208) 522-9920","Idaho Falls, ID 83401-1600","21","Mr. Justin Albertson, Owner","https://www.greenskeeperidahofalls.com/"
"Teton Landscape & Sprinklers LLC","Idaho Falls, ID","landscaping","(208) 243-0130","Idaho Falls, ID 83402-5704","22","Mr. Corey D Cook, Member",""
"Mendoza Landscaping","Idaho Falls, ID","landscaping","(208) 227-3308","Idaho Falls, ID 83402","17","Mr. Nester Mendoza, Owner",""
"Diamond T Landscape & Construction","Idaho Falls, ID","landscaping","(208) 528-6572","Idaho Falls, ID 83401","28","Mr. Teagon Smith, Owner","https://www.diamondtconstruction.com/"
"Top Notch Lawns and Landscaping LLC","Idaho Falls, ID","landscaping","(208) 360-2176","Idaho Falls, ID 83401-6706","10","Mr. Michael Barriga, Owner",""
"Norlen Landscaping, LLC","Idaho Falls, ID","landscaping","(208) 709-3478","Idaho Falls, ID 83401","17","Mr. Mark Norlen, Owner",""
"A&P Sprinklers and Landscaping","Idaho Falls, ID","landscaping","(208) 589-1526","Idaho Falls, ID 83402-5665","13","Mr. Charlie Anderson, Owner",""
"R & K Landscape Services LLC","Idaho Falls, ID","landscaping","(208) 681-4573","Idaho Falls, ID 83401","11","Mr. Ryan Singleton, Member",""
"Outback Landscape Inc.","Idaho Falls, ID","landscaping","(208) 656-3220","Rexburg, ID 83440","22","Mr. Chase Coates, Owner","https://www.outbacklandscapeinc.com/"
"Homework Landscaping","Idaho Falls, ID","landscaping","(208) 201-9384","Shelley, ID 83274-1363","12","Mr. Frank Pickett, Owner",""
"Precision Landscaping","Idaho Falls, ID","landscaping","(208) 681-9765","Blackfoot, ID 83221","23","Mr. Dan Truman, Owner","https://www.facebook.com/Precision-Landscaping-123677718004648"
"Stone Creek Landscaping LLC","Idaho Falls, ID","landscaping","(208) 359-9780","Rexburg, ID 83440-5113","25","Mr. Maurice Brown, Principal","https://www.stonecreeklandscapes.blogspot.com/"
"Premier Landscaping","Idaho Falls, ID","landscaping","(208) 241-9710","Pocatello, ID 83206-2695","11","Mr. Andrew Simmons",""
"Idaho Classic Landscape & Sprinklers","Idaho Falls, ID","landscaping","(208) 782-3435","","28","Mr. Klinton R Olsen, Owner/Member","https://www.idahoclassic.com/"
"Lawless Landscaping","Idaho Falls, ID","landscaping","(208) 787-4126","","30","Mr. John Lawless, President",""
"Scotts Sprinkler Systems & Landscaping","Idaho Falls, ID","landscaping","(208) 251-5587","Chubbuck, ID 83202","19","Mr. Scott Lish, Owner",""
"Mountain Shadow Landscaping","Idaho Falls, ID","landscaping","(208) 234-9393","Pocatello, ID 83202","19","Charity Davis, Office Manager",""
"Spruce It Up Landscaping, Inc","Idaho Falls, ID","landscaping","(208) 317-7049","Rexburg, ID 83440-5040","26","","https://siulandscaping.com/"
"A2 Lawn & Landscape Inc.","Idaho Falls, ID","landscaping","(208) 757-1148","","19","Mr. Brady Madsen, Owner",""
"Armstrong Sprinklers & Landscaping","Idaho Falls, ID","landscaping","(208) 223-8400","","20","Mr. Clayton Armstrong","https://www.aslidaho.com/"
"Bluebird Lawn & Landscaping LLC","Idaho Falls, ID","landscaping","(208) 201-4275","Driggs, ID 83422","16","Mr. Chris Koenig, Owner","https://bluebirdll.com/"
"High Desert Landscaping LLC","Idaho Falls, ID","landscaping","(208) 339-1904","Pocatello, ID 83204","17","Mr. MIchael Whitworth, Member","https://www.landscapingpocatello.com/"
"Green Mountain Landscaping","Idaho Falls, ID","landscaping","(307) 733-9239","Victor, ID 83455","45","Ms. Sue Gronberg, Sec/Treas",""
"Frederick Landscaping LLC","Idaho Falls, ID","landscaping","(307) 730-0037","","49","Mr. Sam McGee, President","https://www.fredericklandscaping.com/"
"Anderson Curb & Landscape LLC","Idaho Falls, ID","landscaping","(208) 745-8950","Rigby, ID 83442","18","Mr. Michael Anderson, Owner","https://andersoncurb.com/"
"Kendell Professional Services Landscaping and Lawn Care, LLC","Idaho Falls, ID","landscaping","(208) 221-4199","Pocatello, ID 83201-5754","10","Mr. Cole Kendell, Member","https://kendelllandscaping.com/"
"Barn Hill Landscaping & Tree Service Inc.","Idaho Falls, ID","landscaping","(307) 733-6977","Wilson, WY 83014","27","Mr. John Grant, President","https://barnhilllandscaping.com/"
"M D Nursery & Landscaping, Inc.","Idaho Falls, ID","landscaping","(208) 354-8816","Driggs, ID 83422-5433","34","Mr. Michael Stears, Owner","https://www.mdlandscapinginc.com/"
"Gisin Landscape & Design","Idaho Falls, ID","landscaping","(208) 785-0149","Blackfoot, ID 83221","36","Jules Gisin, Owner","https://www.facebook.com/Gisin-Landscape-Design-181839858609475/"
"Whitehead's Landscaping & Snow Removal Inc","Idaho Falls, ID","landscaping","(208) 578-2246","","30","Ms. Meredith P Whitehead, Secretary/Treasurer","https://www.whiteheadlandscaping.com/"
"Flager Landscaping","Idaho Falls, ID","landscaping","(406) 842-5330","Alder, MT 59710-0023","30","Mr. Richard Flager, Owner",""
"Cherry Lawn & Landscape","Idaho Falls, ID","landscaping","(208) 313-1795","Blackfoot, ID 83221-1503","10","Mr. Jeffrey S Cherry, Owner","https://www.facebook.com/Cherry-Lawn-Landscape-133781163649312/?ref=page_internal"
"Merrill Quality Landscapes, Inc.","Idaho Falls, ID","landscaping","(208) 356-7508","Rexburg, ID 83440-2182","44","Jerry Merrill, Owner","https://merrilllandscaping.com/"
"Elevation Landscaping and Design Inc.","Idaho Falls, ID","landscaping","(406) 993-4537","Big Sky, MT 59716-0522","15","Mr. Lee Griffiths, Owner",""
"Nature's Image Landscape Design","Idaho Falls, ID","landscaping","(208) 684-3500","Blackfoot, ID 83221","30","Pat Kolbet, Owner",""
"C&H Landscaping LLC","Idaho Falls, ID","landscaping","(801) 682-2769","","10","","https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fgoodlookingyard%2F"
"Cedera Landscapes, LLC","Idaho Falls, ID","landscaping","(208) 483-2085","Swan Valley, ID 83449-0181","20","Mr. Dave McClure, Owner","https://www.cederalandscapes.com/"
"Steve's Landscaping","Idaho Falls, ID","landscaping","(208) 751-6625","","43","Mr. Steve Diehl, Owner",""
"Moosecreek Landscaping","Idaho Falls, ID","landscaping","(208) 312-1358","Twin Falls, ID 83301","23","Mr. Jeff Couch, Owner",""
"Scott Ganoe Landscaping & Sprinkler","Idaho Falls, ID","landscaping","(208) 438-2485","Heyburn, ID 83336","11","Mr. Scott Ganoe, Owner",""
"Northfork Nursery & Landscape","Idaho Falls, ID","landscaping","(208) 624-7930","Saint Anthony, ID 83445","17","Mr. Scott Valcarce, Owner",""
"Big Valley Landscaping & Nursery","Idaho Falls, ID","landscaping","(208) 677-2242","Burley, ID 83318-2076","17","Mr. Ron Russell, Owner",""
"Rope's Landscaping","Idaho Falls, ID","landscaping","(801) 430-1512","Ogden, UT 84401-9062","23","Mr. Randy Ropelato, Owner","https://www.landscapeservice.us/company-ropes-landscaping-in-ogden-ut-37035"
"G & G Landscaping Services, Inc","Idaho Falls, ID","landscaping","(208) 788-1708","","17","Mr. Jose M Guerrero, Owner","https://gglandscapingservices.com/"
"Challenger Landscaping","Idaho Falls, ID","landscaping","(406) 556-1136","Bozeman, MT 59719-0880","28","Mr. Dirk Hunter, Owner",""
"Lindsay Landscaping & Lawncare, Inc.","Idaho Falls, ID","landscaping","(435) 881-3123","Logan, UT 84323-0273","23","Mr. Marshall Lindsay, Owner","https://www.lindsaylandscaping.com/"
"Pro ImEDGE Landscaping","Idaho Falls, ID","landscaping","(435) 512-2131","","19","Mrs. Leslie Falslev, Owner",""
"Pallas Landscaping Services","Idaho Falls, ID","landscaping","(208) 539-9630","Twin Falls, ID 83303","17","Mr. Jessie Pallas, Owner/Operator",""
"Quick Curbing & Landscape","Idaho Falls, ID","landscaping","(208) 237-6151","Pocatello, ID 83202","28","Shane Quick, Owner",""
"Western Landscaping LLC","Idaho Falls, ID","landscaping","(801) 430-1911","Eden, UT 84310-0793","15","Mr. Dusty Poulson, Co-Owner","https://www.westernlandscapingutah.com/"
"All Purpose Landscaping","Idaho Falls, ID","landscaping","(801) 628-1180","Ogden, UT 84404-9741","23","Mr. Mike Skeen, Customer Contact",""
"Oswalt Construction & Landscaping","Idaho Falls, ID","landscaping","(208) 410-5185","Twin Falls, ID 83301","13","Mr. Brian Oswalt, Owner",""
"Empire Landscape, Inc.","Idaho Falls, ID","landscaping","(208) 317-5706","Pocatello, ID 83206-2234","14","Mr. Nickolas Orr, President",""
"Higher Ground Landscaping","Idaho Falls, ID","landscaping","(406) 580-2604","Bozeman, MT 59772","20","Mr. Jason Darrow, Owner","https://highergroundlandscaping.com/"
"Three Men & A Shovel Landscaping","Idaho Falls, ID","landscaping","(435) 750-0942","Logan, UT 84323-3233","23","Mr. Seth Bowen, Owner","https://www.threemenlandscaping.com/"
"Landscaping Your Way, LLC","Idaho Falls, ID","landscaping","(208) 320-2062","Twin Falls, ID 83301-5508","21","Mr. John Hollon, Owner",""
"Wagner & Co. Landscaping","Idaho Falls, ID","landscaping","(406) 287-5343","Harrison, MT 59735-0175","21","Mr. Bob Wagner, Owner","https://www.wagnerlandscapecompany.com/"
"Water Wise Sprinkler & Landscaping","Idaho Falls, ID","landscaping","(208) 734-7395","Twin Falls, ID 83301-5238","10","Mr. Mike Gollenbusch, Owner",""
"Green Cut Sprinklers & Landscaping","Idaho Falls, ID","landscaping","(208) 308-2941","Twin Falls, ID 83303-2292","33","Mr. Lon E Montgomery, President","https://www.greencutsprinklers.com/"
"Forever Green Landscaping and Sprinklers","Idaho Falls, ID","landscaping","(406) 763-9001","Gallatin Gtwy, MT 59730-0150","20","Mr. Marcus Keller, President",""
"A & D Landscaping, Inc.","Idaho Falls, ID","landscaping","(435) 755-9769","Smithfield, UT 84335-2305","14","Mr. Craig Aston, Owner/President","https://www.adlandscapes.com/"
"Canyon Landscaping, L.L.C.","Idaho Falls, ID","landscaping","(435) 752-3838","Providence, UT 84332","23","Mr. B.J. Smith, Owner","https://canyonlandscaping.com/"
"Old Faithful Sprinkler & Landscape LLC","Idaho Falls, ID","landscaping","(208) 251-7333","","18","Mr. Kean Colleran, Managing Member","https://www.oldfaithfulsprinkler.com/"
"Checketts Landscaping, LLC","Idaho Falls, ID","landscaping","(435) 279-1812","Honeyville, UT 84314-9605","20","Mr. Matt Checketts, Owner",""
"Horizon Lawn & Landscape LLC","Idaho Falls, ID","landscaping","(208) 241-5595","Pocatello, ID 83201","17","Mr. Brian Johnson, Member",""
"Sun Valley Landscaping, Inc.","Idaho Falls, ID","landscaping","(208) 720-4274","Bellevue, ID 83313","34","Mr. Pedro Torres, Owner","https://www.sunvalleylandscapinginc.com/"
"Horizon Landscape Services, LLC","Idaho Falls, ID","landscaping","(307) 413-2057","","11","Mr. Wade Kaufman, Member",""
"Bray Landscaping & Irrigation Inc","Idaho Falls, ID","landscaping","(406) 585-5594","Bozeman, MT 59771-7017","28","Mr. Martin Bray, President",""
"JD Young & Son Landscaping","Idaho Falls, ID","landscaping","(801) 773-2694","","61","Mr. Doug Young, Owner",""
"Lawngevity Landscapes, LLC.","Idaho Falls, ID","landscaping","(307) 699-2585","Jackson, WY 83002-1926","18","Mr. Adam Fletcher, Owner","https://www.facebook.com/lawngevitylandscapes/"
"Wyoming Landscape Development","Idaho Falls, ID","landscaping","(307) 734-9177","Jackson, WY 83001-8770","14","Mr. Nick Orsillo, Owner","https://www.wyominglandscapecontractors.com/"
"Specialty Landscape","Idaho Falls, ID","landscaping","(801) 499-4041","Ogden, UT 84401-3314","20","Mr. Thain Anderson, Customer Contact","https://porch.com/ogden-ut/landscapers/specialty-landscape/pp"
"B&R Landscaping & Snow Removal","Idaho Falls, ID","landscaping","(801) 390-4841","Roy, UT 84067-2713","19","Mr. Brandon Read, Customer Contact",""
"Triple S Landscaping, LLC","Idaho Falls, ID","landscaping","(208) 280-2321","","19","Mr. Carl McEntarffer, Owner",""
"Double Time Lawn and Landscaping Inc.","Idaho Falls, ID","landscaping","(406) 587-0775","","23","Mr. Austin Shearman, Co-Owner",""
"Tesch Landscaping, LLC","Idaho Falls, ID","landscaping","(801) 479-0916","Ogden, UT 84415-0634","30","Mr. Monte Tesch, Owner","https://www.teschlandscape.com/"
"Gold's Landscaping, Inc","Idaho Falls, ID","landscaping","(801) 824-1453","West Haven, UT 84401-8448","12","Mr. Nathan G. Gold, Owner","https://goldslandscapedesign.com/"
"TRM Landscaping, Inc.","Idaho Falls, ID","landscaping","(801) 479-6324","Ogden, UT 84403-4949","31","Mr. Terry R. Mount, Customer Contact",""
"Green Turf Landscapes, Inc.","Idaho Falls, ID","landscaping","(800) 773-8873","Alpine, WY 83128","26","",""
"A Greener Season Landscaping, LLC","Idaho Falls, ID","landscaping","(208) 734-8513","","22","Ms. Tonia Camacho, Member","https://www.agreenerseason.com/"
"Precision Sprinklers & Landscaping, LLC.","Idaho Falls, ID","landscaping","(406) 570-1591","Bozeman, MT 59772-3181","19","Mr. Court Nelson, Owner",""
"Evergreen Nursery & Landscape","Idaho Falls, ID","landscaping","(208) 678-4104","Salt Lake City, UT 84109","17","Mr. Mike Sandmann, Owner",""
"Bighorn Landscape, LLC","Idaho Falls, ID","landscaping","(208) 309-2639","Bellevue, ID 83313-5081","17","Mr. Matt Douthit, Manager","https://www.facebook.com/bighornlandscape/"
"Allen Landscape & Nursery","Idaho Falls, ID","landscaping","(406) 683-4243","Dillon, MT 59725-1461","44","",""
"Webb Landscape Inc","Idaho Falls, ID","landscaping","(208) 733-1485","Twin Falls, ID 83301","28","Mr. Mark Palmer, CEO","https://www.webbland.com/"
"Jose Lawn Service","Idaho Falls, ID","landscaping","(208) 934-3142","Twin Falls, ID 83301","14","Mr. Jose Ortiz Montoya, Owner",""
"Landscape Expressions, LLC","Idaho Falls, ID","landscaping","(435) 760-2929","Logan, UT 84323-4716","20","Mr. Ben Nielson, Owner","https://www.landex.net/"
"Green Feet Lawn Care","Idaho Falls, ID","landscaping","(801) 731-8910","Pleasant View, UT 84404-8530","26","Mr. Jed Black, Customer Contact",""
"Jim's Tree Landscape Service","Idaho Falls, ID","landscaping","(208) 431-3253","Burley, ID 83318","52","Mr. Jim Holland, President",""
"Swenke Landscape Company, Inc.","Idaho Falls, ID","landscaping","(208) 788-5900","Bellevue, ID 83313","19","Mr. Mark Swenke, Principal Owner","https://www.swenkelandscape.com/"
"Dansco Construction & Landscape","Idaho Falls, ID","landscaping","(435) 764-1457","Wellsville, UT 84339-0082","37","Mr. Dan Hunsaker, President",""
"East Fork Landscape Management, LLC","Idaho Falls, ID","landscaping","(208) 450-9649","","17","Mr. Derek Hagberg, Owner",""
"Steelhead Landscape, Inc.","Idaho Falls, ID","landscaping","(208) 324-3233","Jerome, ID 83338-6357","45","Mr. Rod Morgan, Owner","https://www.steelheadlandscape.com/"
"Cache Valley Landscape, Inc.","Idaho Falls, ID","landscaping","(435) 760-7307","Logan, UT 84321-6807","25","Mr. Matthew Bartlett, President","https://www.cachelandscape.com/"
"Beus Landscape, Inc.","Idaho Falls, ID","landscaping","(801) 392-5318","Ogden, UT 84404-5431","26","Mr. Russell Beus, Owner","https://www.beuslandscape.com/"
"Landscape Specialties, Inc.","Idaho Falls, ID","landscaping","(801) 621-1688","West Haven, UT 84401-3366","53","Mr. Brad Beus, Owner",""
"Precision Lawn Service & Landscape","Idaho Falls, ID","landscaping","(208) 280-5296","Twin Falls, ID 83301-4751","24","Mr. Brad Wilkinson, Owner",""
"Wiening Landscapes, Inc.","Idaho Falls, ID","landscaping","(406) 581-8482","Belgrade, MT 59714","21","Mr. Chase Wiening, Owner",""
"Alpine Design Landscapes, LC","Idaho Falls, ID","landscaping","(435) 924-2061","Liberty, UT 84310-9753","21","Mr. Dan Lockwood, Owner",""
"Chambers Sprinkler & Landscape, Inc.","Idaho Falls, ID","landscaping","(801) 782-0689","Ogden, UT 84414-2940","29","Mr. Gary Chambers, Customer Contact",""
"The Ardent Gardener Landscape Design","Idaho Falls, ID","landscaping","(801) 388-8103","Huntsville, UT 84317-9659","25","Ms. Laurie Van Zandt, Owner","https://theardentgardener.net/"
"Riverworks Landscape & Design, Inc.","Idaho Falls, ID","landscaping","(801) 475-5466","Ogden, UT 84415-0313","25","Mr. Nate Cragun, President",""
"Blanchford Landscape Contractors, Inc.","Idaho Falls, ID","landscaping","(406) 587-3057","Bozeman, MT 59718","28","Mr. Andrew Blanchford, President",""
"Arrowleaf Landscape Design, LLC","Idaho Falls, ID","landscaping","(406) 599-0852","","13","Mr. Dan LaFrance, Owner","https://arrowleaflawnandlandscape.com/"
"Eclipse Landscape Specialists, Inc.","Idaho Falls, ID","landscaping","(801) 476-1230","Ogden, UT 84405-1528","30","Mrs. Laurie Rackham, President","https://www.eclipselandscape.com/"
"Woodward Landscape Maintenance, LLC","Idaho Falls, ID","landscaping","(801) 940-7674","Riverdale, UT 84405-1630","20","Mr. Travis Woodward, Owner",""
"Granite Peak Hardscape Landscape","Idaho Falls, ID","landscaping","(406) 570-7459","Bozeman, MT 59718-6221","21","Mr. Pat Thorsen, Owner","https://granitepeaklandscaping.com/"
"Landscape Visual Imaging, LLC","Idaho Falls, ID","landscaping","(801) 389-1909","","20","Mr. Larry E Collinwood, Owner",""
"Parkinson Landscape and Design LLC","Idaho Falls, ID","landscaping","(801) 388-2432","Roy, UT 84067-0247","33","Mr. Kent Parkinson, Owner",""
"Aspen Meadows Lawn & Landscape","Idaho Falls, ID","landscaping","(406) 586-8664","Bozeman, MT 59718","23","Ms. Jennifer May, Owner",""
"Common Ground Landscape Maintenance Inc","Idaho Falls, ID","landscaping","(406) 579-0210","Bozeman, MT 59715-2937","14","Mr. Brian J. Derham, President","https://www.commongroundbozeman.com/"
"Lush Lawns Landscape & Construction, LLC","Idaho Falls, ID","landscaping","(801) 540-2358","Ogden, UT 84404-9120","18","Mr. Dustin Stanger, Owner","https://www.ogdenlandscape.com/"
"Los Gringos Lawn & Landscape, LLC","Idaho Falls, ID","landscaping","(801) 645-3119","West Haven, UT 84401-9610","13","Mr. Jared Bradley, Owner","https://losgringoslawn-landscape.com/"
"46 North Landscape & Design Inc","Idaho Falls, ID","landscaping","(406) 579-4687","Bozeman, MT 59719-1705","15","Mr. Will Henslee, Owner","https://www.46northlandscape.com/"
"Bozeman Tree, Lawn & Landscape Care, Inc.","Idaho Falls, ID","landscaping","(406) 522-8733","Bozeman, MT 59718","25","","https://www.bozemantreeservice.com/"
"Enhance Designscapes, LLC","Idaho Falls, ID","landscaping","(208) 270-2143","","14","Mr. Dan Sanders, Owner","https://www.enhancedesignscapes.com/"
"The Yard Doctor","Idaho Falls, ID","landscaping","(208) 733-5399","Twin Falls, ID 83301","16","Earl Olsen, Owner",""
"Shearman LLC","Idaho Falls, ID","landscaping","(406) 581-2178","Bozeman, MT 59718-7546","12","Ms. Amanda Sherman, Member",""
"Hill Hardscapes LLC","Idaho Falls, ID","hardscaping","(208) 390-4076","","11","Mr. Jason Hill, Owner",""
"Stoneworks Masonry","Idaho Falls, ID","hardscaping","(208) 720-8911","Suite C","12","Mr. John O'Meara, Member","https://www.swmasonry.com/"
"Montana Artisan LLC","Idaho Falls, ID","hardscaping","(406) 581-1756","","10","Mr. Nicholas Knobel, Owner","https://mtartisan.com/"
"Kimberly Nurseries, Inc.","Idaho Falls, ID","hardscaping","(208) 733-2717","Twin Falls, ID 83301","118","Mr. John Williams, General Manager","https://www.kimberlynurseries.com/"
"Valley Equipment & Irrigation","Idaho Falls, ID","irrigation","(208) 785-7017","Blackfoot, ID 83221-5600","18","Wayne Andersen, Owner",""
"Dewey Irrigation, Inc.","Idaho Falls, ID","irrigation","(208) 785-1435","PO Box 221","49","Mr. Steve Dewey, President",""
"Fremont-Madison Irrigation","Idaho Falls, ID","irrigation","(208) 624-3381","Saint Anthony, ID 83445-1356","17","Dale L Swensen, Ex. Director",""
"Irrigation Center","Idaho Falls, ID","irrigation","(208) 527-3075","Arco, ID 83213","41","Terrel Kidd, Owner",""
"Valmont Irrigation","Idaho Falls, ID","irrigation","(208) 226-5639","American Falls, ID 83211-5262","17","Mr. Dirk Leavitt, Manager",""
"Thunderbird Irrigation","Idaho Falls, ID","irrigation","(208) 226-7711","American Falls, ID 83211-1804","19","Mr. Robert Knudson Jr., Owner","https://www.thunderbirdirrigation.com/"
"Irrigation Pipe","Idaho Falls, ID","irrigation","(208) 554-3152","Moore, ID 83255","17","Mr. Leon Powell",""
"Gene's Repair & Irrigation","Idaho Falls, ID","irrigation","(208) 678-5716","Burley, ID 83318-5216","45","Gene Jensen, Owner",""
"Magic Valley Irrigation Supply","Idaho Falls, ID","irrigation","(208) 678-3101","Burley, ID 83318-5687","17","Mr. Jeff Roberts, Owner",""
"Don's Irrigation LLC","Idaho Falls, ID","irrigation","(208) 644-9206","Jerome, ID 83338","29","Mr. Don Ford, Member","https://donsirrigation.com/"
"A & G Irrigation Inc","Idaho Falls, ID","irrigation","(208) 324-9551","Jerome, ID 83338-5666","26","Mr. Max Auker, President","https://www.aandgirrigation.com/"
"Butte Irrigation, Inc.","Idaho Falls, ID","irrigation","(208) 438-8103","Paul, ID 83347-8839","49","Mr. Kade Beck, Owner","https://butteirrigation.com/"
"Heads Up Irrigation LLC","Idaho Falls, ID","irrigation","(406) 570-5662","Mc Allister, MT 59740-9714","15","Mr. Jody Houska, Owner",""
"Circle B Irrigation, L.L.C.","Idaho Falls, ID","irrigation","(435) 787-1988","Hyde Park, UT 84318","24","Mr. Jay Bankhead, Managing Member","https://www.circlebirrigation.com/"
"Double M Ranch & AG","Idaho Falls, ID","irrigation","(208) 226-2555","American Falls, ID 83211-1762","44","Mark Mills, President",""
"Drake Irrigation, LLC","Idaho Falls, ID","irrigation","(406) 209-0206","Bozeman, MT 59718","23","Mr. Scott Heicher, Owner",""
"Desert Pump","Idaho Falls, ID","irrigation","(208) 356-8270","Rexburg, ID 83440","26","Mr. Jim Muir, Owner",""
"Rainmakers","Idaho Falls, ID","irrigation","(208) 356-9238","Rexburg, ID 83440-5024","22","Mr. Joe Sermon, Owner",""
"River Bend Pipe Repair","Idaho Falls, ID","irrigation","(208) 431-6967","Declo, ID 83323","19","Mr. Kirk Honsinger, Owner",""
"J R Pivot Service","Idaho Falls, ID","irrigation","(208) 878-5777","Burley, ID 83318-1463","34","Mr. Jorge Rios, Owner",""
"Rain for Rent","Idaho Falls, ID","irrigation","(208) 438-5065","Paul, ID 83347","30","Mr. Brent Peterson, Principal","https://rainforrent.com/"
"Bills Construction, LLC","Idaho Falls, ID","irrigation","(435) 713-5023","","10","Mr. Martin D Bills, Managing Member","https://www.facebook.com/billsboys3/"
"Magic Valley Compost","Idaho Falls, ID","irrigation","(208) 324-4536","Jerome, ID 83338-5338","25","Mr. Ray Silene, Owner","https://www.magicvalleycompost.com/"
"Smail Construction, Inc.","Idaho Falls, ID","irrigation","(406) 842-5213","Alder, MT 59710","69","Mr. Dale Smail, President",""
"Gem State Plumbing, Inc.","Idaho Falls, ID","irrigation","(208) 324-6571","","17","Mr. Vincent Newkirk, Owner","https://www.gemstateplumbinginc.com/"
"Hess Plumbing & Heating","Idaho Falls, ID","irrigation","(307) 455-2952","Dubois, WY 82513","20","Mr. Shawn Hess, Owner",""
"Advantage LandCare","Idaho Falls, ID","irrigation","(406) 209-3432","Bozeman, MT 59718","19","Mr. Stephen Lee, Owner","https://www.advantagelandcaremt.com/"
"Lawnscapes, LLC","Idaho Falls, ID","irrigation","(208) 733-9446","Twin Falls, ID 83301-5419","43","Mr. Craig Stringer, Owner",""
"Arbor Medic Tree Service, Inc.","Idaho Falls, ID","irrigation","(406) 585-0687","Bozeman, MT 59719-0305","31","Ms. Lori Dooley, Co-owner","https://www.arbor-medic.com/"
"Jose's Tree Service","Idaho Falls, ID","tree service","(208) 520-9247","Idaho Falls, ID 83402-2039","18","Mr. Jose Alcaraz, Owner",""
"Affordable Tree Services of Idaho Falls","Idaho Falls, ID","tree service","(208) 881-9212","","36","Mr. KC Catanese, Owner",""
"Gatekeeper Enterprises LLC","Idaho Falls, ID","tree service","(208) 552-1550","Idaho Falls, ID 83402-4469","17","Mr. Galen Hinckley, Owner","https://www.facebook.com/GateKeeperIF/"
"Garner Roofing","Idaho Falls, ID","tree service","(208) 520-4029","Idaho Falls, ID 83402","17","John Garner, Owner",""
"Roberts & Sons Tree Service","Idaho Falls, ID","tree service","(208) 529-5970","Idaho Falls, ID 83401-5699","32","Mr. Mike Roberts, Owner",""
